stateno,stateab,year,total,land,sea,version
390,"DEN",1999,12,1,11,3.2
390,"DEN",2000,13,2,11,3.2
390,"DEN",2001,12,2,10,3.2
390,"DEN",2002,12,2,10,3.2
390,"DEN",2003,12,2,10,3.2
390,"DEN",2004,12,2,10,3.2
390,"DEN",2005,12,2,10,3.2
390,"DEN",2006,12,2,10,3.2
390,"DEN",2007,12,2,10,3.2
390,"DEN",2008,12,2,10,3.2
390,"DEN",2009,12,2,10,3.2
390,"DEN",2010,12,2,10,3.2
390,"DEN",2011,12,2,10,3.2
390,"DEN",2012,12,2,10,3.2
390,"DEN",2013,12,2,10,3.2
390,"DEN",2014,12,2,10,3.2
390,"DEN",2015,12,2,10,3.2
390,"DEN",2016,12,2,10,3.2
395,"ICE",1944,0,0,0,3.2
395,"ICE",1945,0,0,0,3.2
395,"ICE",1946,0,0,0,3.2
395,"ICE",1947,0,0,0,3.2
395,"ICE",1948,0,0,0,3.2
395,"ICE",1949,0,0,0,3.2
395,"ICE",1950,0,0,0,3.2
395,"ICE",1951,0,0,0,3.2
395,"ICE",1952,0,0,0,3.2
395,"ICE",1953,0,0,0,3.2
395,"ICE",1954,0,0,0,3.2
395,"ICE",1955,0,0,0,3.2
395,"ICE",1956,0,0,0,3.2
395,"ICE",1957,0,0,0,3.2
395,"ICE",1958,0,0,0,3.2
395,"ICE",1959,0,0,0,3.2
395,"ICE",1960,0,0,0,3.2
395,"ICE",1961,0,0,0,3.2
395,"ICE",1962,0,0,0,3.2
395,"ICE",1963,0,0,0,3.2
395,"ICE",1964,0,0,0,3.2
395,"ICE",1965,0,0,0,3.2
395,"ICE",1966,0,0,0,3.2
395,"ICE",1967,0,0,0,3.2
395,"ICE",1968,0,0,0,3.2
395,"ICE",1969,0,0,0,3.2
395,"ICE",1970,0,0,0,3.2
395,"ICE",1971,0,0,0,3.2
395,"ICE",1972,0,0,0,3.2
395,"ICE",1973,0,0,0,3.2
395,"ICE",1974,0,0,0,3.2
395,"ICE",1975,0,0,0,3.2
395,"ICE",1976,0,0,0,3.2
395,"ICE",1977,0,0,0,3.2
395,"ICE",1978,0,0,0,3.2
395,"ICE",1979,0,0,0,3.2
395,"ICE",1980,0,0,0,3.2
395,"ICE",1981,0,0,0,3.2
395,"ICE",1982,0,0,0,3.2
395,"ICE",1983,0,0,0,3.2
395,"ICE",1984,0,0,0,3.2
395,"ICE",1985,0,0,0,3.2
395,"ICE",1986,0,0,0,3.2
395,"ICE",1987,0,0,0,3.2
395,"ICE",1988,0,0,0,3.2
395,"ICE",1989,0,0,0,3.2
395,"ICE",1990,0,0,0,3.2
395,"ICE",1991,0,0,0,3.2
395,"ICE",1992,0,0,0,3.2
395,"ICE",1993,0,0,0,3.2
395,"ICE",1994,0,0,0,3.2
395,"ICE",1995,0,0,0,3.2
395,"ICE",1996,0,0,0,3.2
395,"ICE",1997,0,0,0,3.2
395,"ICE",1998,0,0,0,3.2
395,"ICE",1999,0,0,0,3.2
395,"ICE",2000,0,0,0,3.2
395,"ICE",2001,0,0,0,3.2
395,"ICE",2002,0,0,0,3.2
395,"ICE",2003,0,0,0,3.2
395,"ICE",2004,0,0,0,3.2
395,"ICE",2005,0,0,0,3.2
395,"ICE",2006,0,0,0,3.2
395,"ICE",2007,0,0,0,3.2
395,"ICE",2008,0,0,0,3.2
395,"ICE",2009,0,0,0,3.2
395,"ICE",2010,0,0,0,3.2
395,"ICE",2011,0,0,0,3.2
395,"ICE",2012,0,0,0,3.2
395,"ICE",2013,0,0,0,3.2
395,"ICE",2014,0,0,0,3.2
395,"ICE",2015,0,0,0,3.2
395,"ICE",2016,0,0,0,3.2
402,"CAP",1975,1,0,1,3.2
402,"CAP",1976,1,0,1,3.2
402,"CAP",1977,1,0,1,3.2
402,"CAP",1978,1,0,1,3.2
402,"CAP",1979,1,0,1,3.2
402,"CAP",1980,1,0,1,3.2
402,"CAP",1981,1,0,1,3.2
402,"CAP",1982,1,0,1,3.2
402,"CAP",1983,1,0,1,3.2
402,"CAP",1984,1,0,1,3.2
402,"CAP",1985,1,0,1,3.2
402,"CAP",1986,1,0,1,3.2
402,"CAP",1987,1,0,1,3.2
402,"CAP",1988,1,0,1,3.2
402,"CAP",1989,1,0,1,3.2
402,"CAP",1990,1,0,1,3.2
402,"CAP",1991,1,0,1,3.2
402,"CAP",1992,1,0,1,3.2
402,"CAP",1993,1,0,1,3.2
402,"CAP",1994,1,0,1,3.2
402,"CAP",1995,1,0,1,3.2
402,"CAP",1996,1,0,1,3.2
402,"CAP",1997,1,0,1,3.2
402,"CAP",1998,1,0,1,3.2
402,"CAP",1999,1,0,1,3.2
402,"CAP",2000,1,0,1,3.2
402,"CAP",2001,1,0,1,3.2
402,"CAP",2002,1,0,1,3.2
402,"CAP",2003,1,0,1,3.2
402,"CAP",2004,1,0,1,3.2
402,"CAP",2005,1,0,1,3.2
402,"CAP",2006,1,0,1,3.2
402,"CAP",2007,1,0,1,3.2
402,"CAP",2008,1,0,1,3.2
402,"CAP",2009,1,0,1,3.2
402,"CAP",2010,1,0,1,3.2
402,"CAP",2011,1,0,1,3.2
402,"CAP",2012,1,0,1,3.2
402,"CAP",2013,1,0,1,3.2
402,"CAP",2014,1,0,1,3.2
402,"CAP",2015,1,0,1,3.2
402,"CAP",2016,1,0,1,3.2
403,"STP",1975,4,0,4,3.2
403,"STP",1976,4,0,4,3.2
403,"STP",1977,4,0,4,3.2
403,"STP",1978,4,0,4,3.2
403,"STP",1979,4,0,4,3.2
403,"STP",1980,4,0,4,3.2
403,"STP",1981,4,0,4,3.2
403,"STP",1982,4,0,4,3.2
403,"STP",1983,4,0,4,3.2
403,"STP",1984,4,0,4,3.2
403,"STP",1985,4,0,4,3.2
403,"STP",1986,4,0,4,3.2
403,"STP",1987,4,0,4,3.2
403,"STP",1988,4,0,4,3.2
403,"STP",1989,4,0,4,3.2
403,"STP",1990,4,0,4,3.2
403,"STP",1991,4,0,4,3.2
403,"STP",1992,4,0,4,3.2
403,"STP",1993,4,0,4,3.2
403,"STP",1994,4,0,4,3.2
403,"STP",1995,4,0,4,3.2
403,"STP",1996,4,0,4,3.2
403,"STP",1997,4,0,4,3.2
403,"STP",1998,4,0,4,3.2
403,"STP",1999,4,0,4,3.2
403,"STP",2000,4,0,4,3.2
403,"STP",2001,4,0,4,3.2
403,"STP",2002,4,0,4,3.2
403,"STP",2003,4,0,4,3.2
403,"STP",2004,4,0,4,3.2
403,"STP",2005,4,0,4,3.2
403,"STP",2006,4,0,4,3.2
403,"STP",2007,4,0,4,3.2
403,"STP",2008,4,0,4,3.2
403,"STP",2009,4,0,4,3.2
403,"STP",2010,4,0,4,3.2
403,"STP",2011,4,0,4,3.2
403,"STP",2012,4,0,4,3.2
403,"STP",2013,4,0,4,3.2
403,"STP",2014,4,0,4,3.2
403,"STP",2015,4,0,4,3.2
403,"STP",2016,4,0,4,3.2
404,"GNB",1974,2,2,0,3.2
404,"GNB",1975,2,2,0,3.2
404,"GNB",1976,2,2,0,3.2
404,"GNB",1977,2,2,0,3.2
404,"GNB",1978,2,2,0,3.2
404,"GNB",1979,2,2,0,3.2
404,"GNB",1980,2,2,0,3.2
404,"GNB",1981,2,2,0,3.2
404,"GNB",1982,2,2,0,3.2
404,"GNB",1983,2,2,0,3.2
404,"GNB",1984,2,2,0,3.2
404,"GNB",1985,2,2,0,3.2
404,"GNB",1986,2,2,0,3.2
404,"GNB",1987,2,2,0,3.2
404,"GNB",1988,2,2,0,3.2
404,"GNB",1989,2,2,0,3.2
404,"GNB",1990,2,2,0,3.2
404,"GNB",1991,2,2,0,3.2
404,"GNB",1992,2,2,0,3.2
404,"GNB",1993,2,2,0,3.2
404,"GNB",1994,2,2,0,3.2
404,"GNB",1995,2,2,0,3.2
404,"GNB",1996,2,2,0,3.2
404,"GNB",1997,2,2,0,3.2
404,"GNB",1998,2,2,0,3.2
404,"GNB",1999,2,2,0,3.2
404,"GNB",2000,2,2,0,3.2
404,"GNB",2001,2,2,0,3.2
404,"GNB",2002,2,2,0,3.2
404,"GNB",2003,2,2,0,3.2
404,"GNB",2004,2,2,0,3.2
404,"GNB",2005,2,2,0,3.2
404,"GNB",2006,2,2,0,3.2
404,"GNB",2007,2,2,0,3.2
404,"GNB",2008,2,2,0,3.2
404,"GNB",2009,2,2,0,3.2
404,"GNB",2010,2,2,0,3.2
404,"GNB",2011,2,2,0,3.2
404,"GNB",2012,2,2,0,3.2
404,"GNB",2013,2,2,0,3.2
404,"GNB",2014,2,2,0,3.2
404,"GNB",2015,2,2,0,3.2
404,"GNB",2016,2,2,0,3.2
411,"EQG",1968,3,2,1,3.2
411,"EQG",1969,3,2,1,3.2
411,"EQG",1970,3,2,1,3.2
411,"EQG",1971,3,2,1,3.2
411,"EQG",1972,3,2,1,3.2
411,"EQG",1973,3,2,1,3.2
411,"EQG",1974,3,2,1,3.2
411,"EQG",1975,4,2,2,3.2
411,"EQG",1976,4,2,2,3.2
411,"EQG",1977,4,2,2,3.2
411,"EQG",1978,4,2,2,3.2
411,"EQG",1979,4,2,2,3.2
411,"EQG",1980,4,2,2,3.2
411,"EQG",1981,4,2,2,3.2
411,"EQG",1982,4,2,2,3.2
411,"EQG",1983,4,2,2,3.2
411,"EQG",1984,4,2,2,3.2
411,"EQG",1985,4,2,2,3.2
411,"EQG",1986,4,2,2,3.2
411,"EQG",1987,4,2,2,3.2
411,"EQG",1988,4,2,2,3.2
411,"EQG",1989,4,2,2,3.2
411,"EQG",1990,4,2,2,3.2
411,"EQG",1991,4,2,2,3.2
411,"EQG",1992,4,2,2,3.2
411,"EQG",1993,4,2,2,3.2
411,"EQG",1994,4,2,2,3.2
411,"EQG",1995,4,2,2,3.2
411,"EQG",1996,4,2,2,3.2
411,"EQG",1997,4,2,2,3.2
411,"EQG",1998,4,2,2,3.2
411,"EQG",1999,4,2,2,3.2
411,"EQG",2000,4,2,2,3.2
411,"EQG",2001,4,2,2,3.2
411,"EQG",2002,4,2,2,3.2
411,"EQG",2003,4,2,2,3.2
411,"EQG",2004,4,2,2,3.2
411,"EQG",2005,4,2,2,3.2
411,"EQG",2006,4,2,2,3.2
411,"EQG",2007,4,2,2,3.2
411,"EQG",2008,4,2,2,3.2
411,"EQG",2009,4,2,2,3.2
411,"EQG",2010,4,2,2,3.2
411,"EQG",2011,4,2,2,3.2
411,"EQG",2012,4,2,2,3.2
411,"EQG",2013,4,2,2,3.2
411,"EQG",2014,4,2,2,3.2
411,"EQG",2015,4,2,2,3.2
411,"EQG",2016,4,2,2,3.2
420,"GAM",1965,1,1,0,3.2
420,"GAM",1966,1,1,0,3.2
420,"GAM",1967,1,1,0,3.2
420,"GAM",1968,1,1,0,3.2
420,"GAM",1969,1,1,0,3.2
420,"GAM",1970,1,1,0,3.2
420,"GAM",1971,1,1,0,3.2
420,"GAM",1972,1,1,0,3.2
420,"GAM",1973,1,1,0,3.2
420,"GAM",1974,1,1,0,3.2
420,"GAM",1975,1,1,0,3.2
420,"GAM",1976,1,1,0,3.2
420,"GAM",1977,1,1,0,3.2
420,"GAM",1978,1,1,0,3.2
420,"GAM",1979,1,1,0,3.2
420,"GAM",1980,1,1,0,3.2
420,"GAM",1981,1,1,0,3.2
420,"GAM",1982,1,1,0,3.2
420,"GAM",1983,1,1,0,3.2
420,"GAM",1984,1,1,0,3.2
420,"GAM",1985,1,1,0,3.2
420,"GAM",1986,1,1,0,3.2
420,"GAM",1987,1,1,0,3.2
420,"GAM",1988,1,1,0,3.2
420,"GAM",1989,1,1,0,3.2
420,"GAM",1990,1,1,0,3.2
420,"GAM",1991,1,1,0,3.2
420,"GAM",1992,1,1,0,3.2
420,"GAM",1993,1,1,0,3.2
420,"GAM",1994,1,1,0,3.2
420,"GAM",1995,1,1,0,3.2
420,"GAM",1996,1,1,0,3.2
420,"GAM",1997,1,1,0,3.2
420,"GAM",1998,1,1,0,3.2
420,"GAM",1999,1,1,0,3.2
420,"GAM",2000,1,1,0,3.2
420,"GAM",2001,1,1,0,3.2
420,"GAM",2002,1,1,0,3.2
420,"GAM",2003,1,1,0,3.2
420,"GAM",2004,1,1,0,3.2
420,"GAM",2005,1,1,0,3.2
420,"GAM",2006,1,1,0,3.2
420,"GAM",2007,1,1,0,3.2
420,"GAM",2008,1,1,0,3.2
420,"GAM",2009,1,1,0,3.2
420,"GAM",2010,1,1,0,3.2
420,"GAM",2011,1,1,0,3.2
420,"GAM",2012,1,1,0,3.2
420,"GAM",2013,1,1,0,3.2
420,"GAM",2014,1,1,0,3.2
420,"GAM",2015,1,1,0,3.2
420,"GAM",2016,1,1,0,3.2
432,"MLI",1960,6,6,0,3.2
432,"MLI",1961,6,6,0,3.2
432,"MLI",1962,7,7,0,3.2
432,"MLI",1963,7,7,0,3.2
432,"MLI",1964,7,7,0,3.2
432,"MLI",1965,7,7,0,3.2
432,"MLI",1966,7,7,0,3.2
432,"MLI",1967,7,7,0,3.2
432,"MLI",1968,7,7,0,3.2
432,"MLI",1969,7,7,0,3.2
432,"MLI",1970,7,7,0,3.2
432,"MLI",1971,7,7,0,3.2
432,"MLI",1972,7,7,0,3.2
432,"MLI",1973,7,7,0,3.2
432,"MLI",1974,7,7,0,3.2
432,"MLI",1975,7,7,0,3.2
432,"MLI",1976,7,7,0,3.2
432,"MLI",1977,7,7,0,3.2
432,"MLI",1978,7,7,0,3.2
432,"MLI",1979,7,7,0,3.2
432,"MLI",1980,7,7,0,3.2
432,"MLI",1981,7,7,0,3.2
432,"MLI",1982,7,7,0,3.2
432,"MLI",1983,7,7,0,3.2
432,"MLI",1984,7,7,0,3.2
432,"MLI",1985,7,7,0,3.2
432,"MLI",1986,7,7,0,3.2
432,"MLI",1987,7,7,0,3.2
432,"MLI",1988,7,7,0,3.2
432,"MLI",1989,7,7,0,3.2
432,"MLI",1990,7,7,0,3.2
432,"MLI",1991,7,7,0,3.2
432,"MLI",1992,7,7,0,3.2
432,"MLI",1993,7,7,0,3.2
432,"MLI",1994,7,7,0,3.2
432,"MLI",1995,7,7,0,3.2
432,"MLI",1996,7,7,0,3.2
432,"MLI",1997,7,7,0,3.2
432,"MLI",1998,7,7,0,3.2
432,"MLI",1999,7,7,0,3.2
432,"MLI",2000,7,7,0,3.2
432,"MLI",2001,7,7,0,3.2
432,"MLI",2002,7,7,0,3.2
432,"MLI",2003,7,7,0,3.2
432,"MLI",2004,7,7,0,3.2
432,"MLI",2005,7,7,0,3.2
432,"MLI",2006,7,7,0,3.2
432,"MLI",2007,7,7,0,3.2
432,"MLI",2008,7,7,0,3.2
432,"MLI",2009,7,7,0,3.2
432,"MLI",2010,7,7,0,3.2
432,"MLI",2011,7,7,0,3.2
432,"MLI",2012,7,7,0,3.2
432,"MLI",2013,7,7,0,3.2
432,"MLI",2014,7,7,0,3.2
432,"MLI",2015,7,7,0,3.2
432,"MLI",2016,7,7,0,3.2
433,"SEN",1960,3,3,0,3.2
433,"SEN",1961,3,3,0,3.2
433,"SEN",1962,3,3,0,3.2
433,"SEN",1963,3,3,0,3.2
433,"SEN",1964,3,3,0,3.2
433,"SEN",1965,4,4,0,3.2
433,"SEN",1966,4,4,0,3.2
433,"SEN",1967,4,4,0,3.2
433,"SEN",1968,4,4,0,3.2
433,"SEN",1969,4,4,0,3.2
433,"SEN",1970,4,4,0,3.2
433,"SEN",1971,4,4,0,3.2
433,"SEN",1972,4,4,0,3.2
433,"SEN",1973,4,4,0,3.2
433,"SEN",1974,5,5,0,3.2
433,"SEN",1975,6,5,1,3.2
433,"SEN",1976,6,5,1,3.2
433,"SEN",1977,6,5,1,3.2
433,"SEN",1978,6,5,1,3.2
433,"SEN",1979,6,5,1,3.2
433,"SEN",1980,6,5,1,3.2
433,"SEN",1981,6,5,1,3.2
433,"SEN",1982,6,5,1,3.2
433,"SEN",1983,6,5,1,3.2
433,"SEN",1984,6,5,1,3.2
433,"SEN",1985,6,5,1,3.2
433,"SEN",1986,6,5,1,3.2
433,"SEN",1987,6,5,1,3.2
433,"SEN",1988,6,5,1,3.2
433,"SEN",1989,6,5,1,3.2
433,"SEN",1990,6,5,1,3.2
433,"SEN",1991,6,5,1,3.2
433,"SEN",1992,6,5,1,3.2
433,"SEN",1993,6,5,1,3.2
433,"SEN",1994,6,5,1,3.2
433,"SEN",1995,6,5,1,3.2
433,"SEN",1996,6,5,1,3.2
433,"SEN",1997,6,5,1,3.2
433,"SEN",1998,6,5,1,3.2
433,"SEN",1999,6,5,1,3.2
433,"SEN",2000,6,5,1,3.2
433,"SEN",2001,6,5,1,3.2
433,"SEN",2002,6,5,1,3.2
433,"SEN",2003,6,5,1,3.2
433,"SEN",2004,6,5,1,3.2
433,"SEN",2005,6,5,1,3.2
433,"SEN",2006,6,5,1,3.2
433,"SEN",2007,6,5,1,3.2
433,"SEN",2008,6,5,1,3.2
433,"SEN",2009,6,5,1,3.2
433,"SEN",2010,6,5,1,3.2
433,"SEN",2011,6,5,1,3.2
433,"SEN",2012,6,5,1,3.2
433,"SEN",2013,6,5,1,3.2
433,"SEN",2014,6,5,1,3.2
433,"SEN",2015,6,5,1,3.2
433,"SEN",2016,6,5,1,3.2
434,"BEN",1960,5,4,1,3.2
434,"BEN",1961,5,4,1,3.2
434,"BEN",1962,5,4,1,3.2
434,"BEN",1963,5,4,1,3.2
434,"BEN",1964,5,4,1,3.2
434,"BEN",1965,5,4,1,3.2
434,"BEN",1966,5,4,1,3.2
434,"BEN",1967,5,4,1,3.2
434,"BEN",1968,5,4,1,3.2
434,"BEN",1969,5,4,1,3.2
434,"BEN",1970,5,4,1,3.2
434,"BEN",1971,5,4,1,3.2
434,"BEN",1972,5,4,1,3.2
434,"BEN",1973,5,4,1,3.2
434,"BEN",1974,5,4,1,3.2
434,"BEN",1975,5,4,1,3.2
434,"BEN",1976,5,4,1,3.2
434,"BEN",1977,5,4,1,3.2
434,"BEN",1978,5,4,1,3.2
434,"BEN",1979,5,4,1,3.2
434,"BEN",1980,5,4,1,3.2
434,"BEN",1981,5,4,1,3.2
434,"BEN",1982,5,4,1,3.2
434,"BEN",1983,5,4,1,3.2
434,"BEN",1984,5,4,1,3.2
434,"BEN",1985,5,4,1,3.2
434,"BEN",1986,5,4,1,3.2
434,"BEN",1987,5,4,1,3.2
434,"BEN",1988,5,4,1,3.2
434,"BEN",1989,5,4,1,3.2
434,"BEN",1990,5,4,1,3.2
434,"BEN",1991,5,4,1,3.2
434,"BEN",1992,5,4,1,3.2
434,"BEN",1993,5,4,1,3.2
434,"BEN",1994,5,4,1,3.2
434,"BEN",1995,5,4,1,3.2
434,"BEN",1996,5,4,1,3.2
434,"BEN",1997,5,4,1,3.2
434,"BEN",1998,5,4,1,3.2
434,"BEN",1999,5,4,1,3.2
434,"BEN",2000,5,4,1,3.2
434,"BEN",2001,5,4,1,3.2
434,"BEN",2002,5,4,1,3.2
434,"BEN",2003,5,4,1,3.2
434,"BEN",2004,5,4,1,3.2
434,"BEN",2005,5,4,1,3.2
434,"BEN",2006,5,4,1,3.2
434,"BEN",2007,5,4,1,3.2
434,"BEN",2008,5,4,1,3.2
434,"BEN",2009,5,4,1,3.2
434,"BEN",2010,5,4,1,3.2
434,"BEN",2011,5,4,1,3.2
434,"BEN",2012,5,4,1,3.2
434,"BEN",2013,5,4,1,3.2
434,"BEN",2014,5,4,1,3.2
434,"BEN",2015,5,4,1,3.2
434,"BEN",2016,5,4,1,3.2
435,"MAA",1960,2,2,0,3.2
435,"MAA",1961,2,2,0,3.2
435,"MAA",1962,3,3,0,3.2
435,"MAA",1963,3,3,0,3.2
435,"MAA",1964,3,3,0,3.2
435,"MAA",1965,3,3,0,3.2
435,"MAA",1966,3,3,0,3.2
435,"MAA",1967,3,3,0,3.2
435,"MAA",1968,3,3,0,3.2
435,"MAA",1969,3,3,0,3.2
435,"MAA",1970,3,3,0,3.2
435,"MAA",1971,3,3,0,3.2
435,"MAA",1972,3,3,0,3.2
435,"MAA",1973,3,3,0,3.2
435,"MAA",1974,3,3,0,3.2
435,"MAA",1975,3,3,0,3.2
435,"MAA",1976,5,4,1,3.2
435,"MAA",1977,5,4,1,3.2
435,"MAA",1978,5,4,1,3.2
435,"MAA",1979,5,4,1,3.2
435,"MAA",1980,4,4,0,3.2
435,"MAA",1981,4,4,0,3.2
435,"MAA",1982,4,4,0,3.2
435,"MAA",1983,4,4,0,3.2
435,"MAA",1984,4,4,0,3.2
435,"MAA",1985,4,4,0,3.2
435,"MAA",1986,4,4,0,3.2
435,"MAA",1987,4,4,0,3.2
435,"MAA",1988,4,4,0,3.2
435,"MAA",1989,4,4,0,3.2
435,"MAA",1990,4,4,0,3.2
435,"MAA",1991,4,4,0,3.2
435,"MAA",1992,4,4,0,3.2
435,"MAA",1993,4,4,0,3.2
435,"MAA",1994,4,4,0,3.2
435,"MAA",1995,4,4,0,3.2
435,"MAA",1996,4,4,0,3.2
435,"MAA",1997,4,4,0,3.2
435,"MAA",1998,4,4,0,3.2
435,"MAA",1999,4,4,0,3.2
435,"MAA",2000,4,4,0,3.2
435,"MAA",2001,4,4,0,3.2
435,"MAA",2002,4,4,0,3.2
435,"MAA",2003,4,4,0,3.2
435,"MAA",2004,4,4,0,3.2
435,"MAA",2005,4,4,0,3.2
435,"MAA",2006,4,4,0,3.2
435,"MAA",2007,4,4,0,3.2
435,"MAA",2008,4,4,0,3.2
435,"MAA",2009,4,4,0,3.2
435,"MAA",2010,4,4,0,3.2
435,"MAA",2011,4,4,0,3.2
435,"MAA",2012,4,4,0,3.2
435,"MAA",2013,4,4,0,3.2
435,"MAA",2014,4,4,0,3.2
435,"MAA",2015,4,4,0,3.2
435,"MAA",2016,4,4,0,3.2
436,"NIR",1960,7,6,1,3.2
436,"NIR",1961,7,6,1,3.2
436,"NIR",1962,8,7,1,3.2
436,"NIR",1963,8,7,1,3.2
436,"NIR",1964,8,7,1,3.2
436,"NIR",1965,8,7,1,3.2
436,"NIR",1966,8,7,1,3.2
436,"NIR",1967,8,7,1,3.2
436,"NIR",1968,8,7,1,3.2
436,"NIR",1969,8,7,1,3.2
436,"NIR",1970,8,7,1,3.2
436,"NIR",1971,8,7,1,3.2
436,"NIR",1972,8,7,1,3.2
436,"NIR",1973,8,7,1,3.2
436,"NIR",1974,8,7,1,3.2
436,"NIR",1975,8,7,1,3.2
436,"NIR",1976,8,7,1,3.2
436,"NIR",1977,8,7,1,3.2
436,"NIR",1978,8,7,1,3.2
436,"NIR",1979,8,7,1,3.2
436,"NIR",1980,8,7,1,3.2
436,"NIR",1981,8,7,1,3.2
436,"NIR",1982,8,7,1,3.2
436,"NIR",1983,8,7,1,3.2
436,"NIR",1984,8,7,1,3.2
436,"NIR",1985,8,7,1,3.2
436,"NIR",1986,8,7,1,3.2
436,"NIR",1987,8,7,1,3.2
436,"NIR",1988,8,7,1,3.2
436,"NIR",1989,8,7,1,3.2
436,"NIR",1990,8,7,1,3.2
436,"NIR",1991,8,7,1,3.2
436,"NIR",1992,8,7,1,3.2
436,"NIR",1993,8,7,1,3.2
436,"NIR",1994,8,7,1,3.2
436,"NIR",1995,8,7,1,3.2
436,"NIR",1996,8,7,1,3.2
436,"NIR",1997,8,7,1,3.2
436,"NIR",1998,8,7,1,3.2
436,"NIR",1999,8,7,1,3.2
436,"NIR",2000,8,7,1,3.2
436,"NIR",2001,8,7,1,3.2
436,"NIR",2002,8,7,1,3.2
436,"NIR",2003,8,7,1,3.2
436,"NIR",2004,8,7,1,3.2
436,"NIR",2005,8,7,1,3.2
436,"NIR",2006,8,7,1,3.2
436,"NIR",2007,8,7,1,3.2
436,"NIR",2008,8,7,1,3.2
436,"NIR",2009,8,7,1,3.2
436,"NIR",2010,8,7,1,3.2
436,"NIR",2011,8,7,1,3.2
436,"NIR",2012,8,7,1,3.2
436,"NIR",2013,8,7,1,3.2
436,"NIR",2014,8,7,1,3.2
436,"NIR",2015,8,7,1,3.2
436,"NIR",2016,8,7,1,3.2
437,"CDI",1960,5,5,0,3.2
437,"CDI",1961,5,5,0,3.2
437,"CDI",1962,5,5,0,3.2
437,"CDI",1963,5,5,0,3.2
437,"CDI",1964,5,5,0,3.2
437,"CDI",1965,5,5,0,3.2
437,"CDI",1966,5,5,0,3.2
437,"CDI",1967,5,5,0,3.2
437,"CDI",1968,5,5,0,3.2
437,"CDI",1969,5,5,0,3.2
437,"CDI",1970,5,5,0,3.2
437,"CDI",1971,5,5,0,3.2
437,"CDI",1972,5,5,0,3.2
437,"CDI",1973,5,5,0,3.2
437,"CDI",1974,5,5,0,3.2
437,"CDI",1975,5,5,0,3.2
437,"CDI",1976,5,5,0,3.2
437,"CDI",1977,5,5,0,3.2
437,"CDI",1978,5,5,0,3.2
437,"CDI",1979,5,5,0,3.2
437,"CDI",1980,5,5,0,3.2
437,"CDI",1981,5,5,0,3.2
437,"CDI",1982,5,5,0,3.2
437,"CDI",1983,5,5,0,3.2
437,"CDI",1984,5,5,0,3.2
437,"CDI",1985,5,5,0,3.2
437,"CDI",1986,5,5,0,3.2
437,"CDI",1987,5,5,0,3.2
437,"CDI",1988,5,5,0,3.2
437,"CDI",1989,5,5,0,3.2
437,"CDI",1990,5,5,0,3.2
437,"CDI",1991,5,5,0,3.2
437,"CDI",1992,5,5,0,3.2
437,"CDI",1993,5,5,0,3.2
437,"CDI",1994,5,5,0,3.2
437,"CDI",1995,5,5,0,3.2
437,"CDI",1996,5,5,0,3.2
437,"CDI",1997,5,5,0,3.2
437,"CDI",1998,5,5,0,3.2
437,"CDI",1999,5,5,0,3.2
437,"CDI",2000,5,5,0,3.2
437,"CDI",2001,5,5,0,3.2
437,"CDI",2002,5,5,0,3.2
437,"CDI",2003,5,5,0,3.2
437,"CDI",2004,5,5,0,3.2
437,"CDI",2005,5,5,0,3.2
437,"CDI",2006,5,5,0,3.2
437,"CDI",2007,5,5,0,3.2
437,"CDI",2008,5,5,0,3.2
437,"CDI",2009,5,5,0,3.2
437,"CDI",2010,5,5,0,3.2
437,"CDI",2011,5,5,0,3.2
437,"CDI",2012,5,5,0,3.2
437,"CDI",2013,5,5,0,3.2
437,"CDI",2014,5,5,0,3.2
437,"CDI",2015,5,5,0,3.2
437,"CDI",2016,5,5,0,3.2
438,"GUI",1958,1,1,0,3.2
438,"GUI",1959,1,1,0,3.2
438,"GUI",1960,4,4,0,3.2
438,"GUI",1961,5,5,0,3.2
438,"GUI",1962,5,5,0,3.2
438,"GUI",1963,5,5,0,3.2
438,"GUI",1964,5,5,0,3.2
438,"GUI",1965,5,5,0,3.2
438,"GUI",1966,5,5,0,3.2
438,"GUI",1967,5,5,0,3.2
438,"GUI",1968,5,5,0,3.2
438,"GUI",1969,5,5,0,3.2
438,"GUI",1970,5,5,0,3.2
438,"GUI",1971,5,5,0,3.2
438,"GUI",1972,5,5,0,3.2
438,"GUI",1973,5,5,0,3.2
438,"GUI",1974,6,6,0,3.2
438,"GUI",1975,6,6,0,3.2
438,"GUI",1976,6,6,0,3.2
438,"GUI",1977,6,6,0,3.2
438,"GUI",1978,6,6,0,3.2
438,"GUI",1979,6,6,0,3.2
438,"GUI",1980,6,6,0,3.2
438,"GUI",1981,6,6,0,3.2
438,"GUI",1982,6,6,0,3.2
438,"GUI",1983,6,6,0,3.2
438,"GUI",1984,6,6,0,3.2
438,"GUI",1985,6,6,0,3.2
438,"GUI",1986,6,6,0,3.2
438,"GUI",1987,6,6,0,3.2
438,"GUI",1988,6,6,0,3.2
438,"GUI",1989,6,6,0,3.2
438,"GUI",1990,6,6,0,3.2
438,"GUI",1991,6,6,0,3.2
438,"GUI",1992,6,6,0,3.2
438,"GUI",1993,6,6,0,3.2
438,"GUI",1994,6,6,0,3.2
438,"GUI",1995,6,6,0,3.2
438,"GUI",1996,6,6,0,3.2
438,"GUI",1997,6,6,0,3.2
